tweet_text,cyberbullying_type
their radical ideology is why they hate us that we support israel is why they hate us that we are a christian nation is why they hate us they have been full of hatred for decades being “nice” to them doesn’t work bribing them with billions didn’t work,religion
fineeee but only because you asked nicely,not_cyberbullying
i dont want to see a pic of your dumb nigger ass bitch fuck off,ethnicity
human rights campaign a christian woman kidnapped by muslims sign the petition via,religion
no you wouldn’t have they were big bullies especially intakes before it was a home for them kopala commanders chifubu and chiwala boys were the scariest schools in ndola then,age
there goes the manwoman wagegap sham in shambles like all other feminazi falsities,gender
i cannot swear at mother’s or parents but i am sure your not born legally and also makes you a donkey boy idiot haha,religion
no muslims follow a religion based on terrorism not jews,religion
ahem,gender
niggas is stupid as fuck he not even mexican dumb ass nigger,ethnicity
leo was freaking out because of the wind so i buried him in luggage so he could sleep,other_cyberbullying
mr ajit u can only brawl on tweeter as bully school boy,age
i do wish you wouldn’t cherry pick a tweet like this and insinuate that i’m rationalizing racism there was context provided by my other thoughts on allen and this specific incident not the use of the word in general or even in other cases of unearthed tweets by athletes,ethnicity
can’t afford to just travel to protest but my heart bleeds for every one of the folks out there carrying the standard of fairness and equality didn’t see a black kid in school till th grade in ‘ amp that sucked cause he was a bully can’t blame him must have been tough,age
do you know this person i dont generally promote fundraisers for legal fees for people i dont knowhavent talked to,not_cyberbullying
why dont you just give them a and shut the fuck up mkr,not_cyberbullying
well english have given their country their culture to a mixure of muslims and blm idiots what else can you expect get used to it,religion
rt call me sexist but watching women play rugby is just plain wrong weird,gender
you are not helping my anxiety,other_cyberbullying
no hes not hes an idiot he retweets things like nigger hunting licenses that never existed hes a fraud,religion
zzzz call me sexist but im yet to see a funny female comedian,gender
ugh kat is still annoying go away mkr,gender
the girl who used to bully me in school now keeps complimenting me idk if its a character development or im supposed to wait for the moment where she starts all that crap again because shes still acting like a bitch to some other ppl,age
how come i hear more about breast cancer than prostate cancer how come i hear more about female depression than male depression if i post on my stories a pic of me crying they would call me a bitch if a girl does it everyone goes to ask them if theyre ok,gender
rt i get hurt every fucking day im an idiot,other_cyberbullying
a girl who used to bully me in middle school and hs showed up in my dreams last night and started getting a redemption arc,age
my teacher called me a dumb nigger lml my response fuck you ya old fat asss polar beear lml got me dayss homee,ethnicity
